brand,full_name,short,start,end
abarth,2017 - 2023 Abarth 595,Abarth 595,2017.0,2023.0
abarth,2017 - 2023 Abarth 695,Abarth 695,2017.0,2023.0
abarth,2023 Abarth 500e,Abarth 500e,2023.0,-1.0
acura,2017 - 2023 NSX,NSX,2017.0,2023.0
acura,2018 - 2023 MDX,MDX,2018.0,2023.0
acura,2018 - 2023 TLX,TLX,2018.0,2023.0
acura,2019 - 2022 ILX,ILX,2019.0,2022.0
acura,2019 - 2023 RDX,RDX,2019.0,2023.0
acura,2023 Integra,Integra,2023.0,-1.0
acura,2024 ZDX,ZDX,2024.0,-1.0
alfa-romeo,2018 - 2023 Giulia,Giulia,2018.0,2023.0
alfa-romeo,2018 - 2023 Stelvio,Stelvio,2018.0,2023.0
alfa-romeo,2023 Tonale,Tonale,2023.0,-1.0
alpine,2021 - 2024 A110,A110,2021.0,2024.0
aston-martin,2017 DB9 Volante,DB9 Volante,2017.0,-1.0
aston-martin,2017 V8 Vantage,V8 Vantage,2017.0,-1.0
aston-martin,2017 V12 Vantage,V12 Vantage,2017.0,-1.0
aston-martin,2017 - 2018 Vanquish,Vanquish,2017.0,2018.0
aston-martin,2017 - 2018 Rapide,Rapide,2017.0,2018.0
aston-martin,2021 - 2023 DBX,DBX,2021.0,2023.0
audi,2017 - 2023 A3,A3,2017.0,2023.0
audi,2017 - 2023 A4,A4,2017.0,2023.0
audi,2017 - 2023 A5,A5,2017.0,2023.0
audi,2017 - 2023 A6,A6,2017.0,2023.0
audi,2017 - 2023 A7,A7,2017.0,2023.0
audi,2017 - 2023 Q2,Q2,2017.0,2023.0
audi,2017 - 2023 Q7,Q7,2017.0,2023.0
audi,2017 - 2023 R8,R8,2017.0,2023.0
audi,2017 - 2023 TT,TT,2017.0,2023.0
audi,2018 - 2023 Q5,Q5,2018.0,2023.0
audi,2019 - 2023 A1,A1,2019.0,2023.0
audi,2019 - 2023 A8,A8,2019.0,2023.0
audi,2019 - 2023 e‑tron,e‑tron,2019.0,2023.0
audi,2019 - 2023 Q8,Q8,2019.0,2023.0
audi,2020 - 2023 Q3,Q3,2020.0,2023.0
audi,2021 - 2023 e‑tron Sportback,e‑tron Sportback,2021.0,2023.0
audi,2022 - 2023 e‑tron GT,e‑tron GT,2022.0,2023.0
audi,2022 - 2023 Q4 e‑tron,Q4 e‑tron,2022.0,2023.0
audi,2022 - 2023 Q4 Sportback e‑tron,Q4 Sportback e‑tron,2022.0,2023.0
audi,2023 Q8 e‑tron,Q8 e‑tron,2023.0,-1.0
audi,2023 Q8 Sportback e‑tron,Q8 Sportback e‑tron,2023.0,-1.0
baojun,2018 - 2022 310,310,2018.0,2022.0
baojun,2018 - 2022 310W,310W,2018.0,2022.0
baojun,2018 - 2022 510,510,2018.0,2022.0
baojun,2020 - 2023 730,730,2020.0,2023.0
baojun,2022 - 2024 310C,310C,2022.0,2024.0
baojun,2022 - 2025 530,530,2022.0,2025.0
bentley,2017 - 2023 Bentayga,Bentayga,2017.0,2023.0
bentley,2019 - 2023 Continental,Continental,2019.0,2023.0
bentley,2020 - 2023 Flying Spur,Flying Spur,2020.0,2023.0
bmw,2017 - 2023 1 Series,1 Series,2017.0,2023.0
bmw,2017 - 2019 6 Series,6 Series,2017.0,2019.0
bmw,2017 - 2023 2 Series,2 Series,2017.0,2023.0
bmw,2017 - 2023 4 Series,4 Series,2017.0,2023.0
bmw,2017 - 2023 5 Series,5 Series,2017.0,2023.0
bmw,2017 - 2023 7 Series,7 Series,2017.0,2023.0
bmw,2018 - 2023 8 Series,8 Series,2018.0,2023.0
bmw,2017 - 2023 X3,X3,2017.0,2023.0
bmw,2017 - 2023 X4,X4,2017.0,2023.0
bmw,2017 - 2023 X5,X5,2017.0,2023.0
bmw,2017 - 2023 X6,X6,2017.0,2023.0
bmw,2018 - 2023 X7,X7,2018.0,2023.0
bmw,2017 - 2023 3 Series,3 Series,2017.0,2023.0
bmw,2018 - 2023 X1,X1,2018.0,2023.0
bmw,2018 - 2023 X2,X2,2018.0,2023.0
bmw,2018 - 2023 i3,i3,2018.0,2023.0
bmw,2019 - 2020 i8,i8,2019.0,2020.0
bmw,2019 - 2023 Z4,Z4,2019.0,2023.0
bmw,2024 i5,i5,2024.0,-1.0
bmw,2021 - 2023 1 Series,1 Series,2021.0,2023.0
bmw,2021 - 2023 2 Series,2 Series,2021.0,2023.0
bmw,2021 - 2023 3 Series,3 Series,2021.0,2023.0
bmw,2021 - 2023 4 Series,4 Series,2021.0,2023.0
bmw,2021 - 2023 5 Series,5 Series,2021.0,2023.0
bmw,2021 - 2023 6 Series,6 Series,2021.0,2023.0
bmw,2021 - 2023 8 Series,8 Series,2021.0,2023.0
bmw,2021 - 2023 X5,X5,2021.0,2023.0
bmw,2021 - 2023 X6,X6,2021.0,2023.0
bmw,2021 - 2023 X7,X7,2021.0,2023.0
bmw,2021 - 2023 X5 M,X5 M,2021.0,2023.0
bmw,2021 - 2023 X6 M,X6 M,2021.0,2023.0
bmw,2021 - 2023 Z4,Z4,2021.0,2023.0
bmw,2022 - 2023 i4,i4,2022.0,2023.0
bmw,2022 - 2023 iX,iX,2022.0,2023.0
bmw,2022 - 2023 iX1,iX1,2022.0,2023.0
bmw,2022 - 2023 iX3,iX3,2022.0,2023.0
bmw,2023 i3,i3,2023.0,-1.0
bmw,2023 i7,i7,2023.0,-1.0
bmw,2024 i5,i5,2024.0,-1.0
borgward,2018 - 2020 BX3,BX3,2018.0,2020.0
borgward,2018 - 2020 BX4,BX4,2018.0,2020.0
borgward,2018 - 2020 BX5,BX5,2018.0,2020.0
borgward,2020 BX6,BX6,2020.0,-1.0
buick,2016 - 2017 Excelle,Excelle,2016.0,2017.0
buick,2016 - 2022 LaCrosse,LaCrosse,2016.0,2022.0
buick,2016 - 2022 Regal,Regal,2016.0,2022.0
buick,2017 - 2022 Encore,Encore,2017.0,2022.0
buick,2017 - 2023 Envision,Envision,2017.0,2023.0
buick,2018 - 2023 Enclave,Enclave,2018.0,2023.0
buick,2018 - 2023 GT,GT,2018.0,2023.0
buick,2018 - 2023 GT-MPV,GT-MPV,2018.0,2023.0
buick,2018 - 2023 GL6,GL6,2018.0,2023.0
